,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
258,1950,Dick Schulz,F-G,33,WSC,13,,,,0.375,,0.622,,,,,,,,,,0,0.2,0.2,,,,,,,12,45,0.267,,,,12,45,0.267,0.267,19,28,0.679,,,,10,,,,27,43
259,1950,Dick Schulz,F-G,33,TRI,8,,,,0.378,,0.467,,,,,,,,,,0,0.1,0.1,,,,,,,13,45,0.289,,,,13,45,0.289,0.289,15,21,0.714,,,,8,,,,12,41
260,1950,Dick Schulz,F-G,33,SHE,29,,,,0.42,,0.5,,,,,,,,,,0.6,-0.1,0.4,,,,,,,38,122,0.311,,,,38,122,0.311,0.311,49,61,0.803,,,,48,,,,67,125
261,1950,Fred Scolari,PG,27,WSC,66,,,,0.415,,0.315,,,,,,,,,,3.1,2.3,5.4,,,,,,,312,910,0.343,,,,312,910,0.343,0.343,236,287,0.822,,,,175,,,,181,860
262,1950,Wayne See,G,26,WAT,61,,,,0.442,,0.446,,,,,,,,,,2,-0.4,1.6,,,,,,,113,303,0.373,,,,113,303,0.373,0.373,94,135,0.696,,,,143,,,,147,320
263,1950,Glen Selbo,G-F,23,SHE,13,,,,0.329,,0.569,,,,,,,,,,-0.2,0,-0.2,,,,,,,10,51,0.196,,,,10,51,0.196,0.196,22,29,0.759,,,,23,,,,15,42
264,1950,Rollie Seltz,G-F,26,AND,34,,,,0.375,,0.337,,,,,,,,,,0,1.8,1.8,,,,,,,93,309,0.301,,,,93,309,0.301,0.301,80,104,0.769,,,,64,,,,72,266
265,1950,Jim Seminoff,G-F,27,BOS,65,,,,0.427,,0.664,,,,,,,,,,2.3,1.4,3.6,,,,,,,85,283,0.3,,,,85,283,0.3,0.3,142,188,0.755,,,,249,,,,154,312
266,1950,George Senesky,PG,27,PHW,68,,,,0.379,,0.315,,,,,,,,,,0.7,3.7,4.4,,,,,,,227,709,0.32,,,,227,709,0.32,0.32,157,223,0.704,,,,264,,,,164,611
267,1950,Paul Seymour,G-F,22,SYR,62,,,,0.396,,0.336,,,,,,,,,,1.1,2.7,3.8,,,,,,,175,524,0.334,,,,175,524,0.334,0.334,126,176,0.716,,,,189,,,,157,476
268,1950,Carl Shaeffer,F-G,25,INO,43,,,,0.405,,0.356,,,,,,,,,,0.4,0.4,0.8,,,,,,,59,160,0.369,,,,59,160,0.369,0.369,32,57,0.561,,,,40,,,,103,150
269,1950,Howie Shannon,G-F,26,BOS,67,,,,0.404,,0.282,,,,,,,,,,1.5,1.4,2.9,,,,,,,222,646,0.344,,,,222,646,0.344,0.344,143,182,0.786,,,,174,,,,148,587
270,1950,Charley Shipp,G-F,36,WAT,23,,,,0.336,,0.372,,,,,,,,,,-0.4,-0.2,-0.6,,,,,,,35,137,0.255,,,,35,137,0.255,0.255,37,51,0.725,,,,46,,,,46,107
271,1950,Connie Simmons,C-F,24,NYK,60,,,,0.395,,0.41,,,,,,,,,,0.9,1.5,2.4,,,,,,,241,729,0.331,,,,241,729,0.331,0.331,198,299,0.662,,,,102,,,,203,680
272,1950,Belus Smawley,SG,31,STB,61,,,,0.43,,0.377,,,,,,,,,,4.3,0.8,5,,,,,,,287,832,0.345,,,,287,832,0.345,0.345,260,314,0.828,,,,215,,,,160,834
273,1950,Jack Smiley,F-G,27,TOT,59,,,,0.367,,0.552,,,,,,,,,,0.1,0.1,0.2,,,,,,,98,364,0.269,,,,98,364,0.269,0.269,136,201,0.677,,,,161,,,,193,332
274,1950,Jack Smiley,F-G,27,AND,12,,,,0.198,,0.48,,,,,,,,,,-0.7,0.6,-0.2,,,,,,,6,50,0.12,,,,6,50,0.12,0.12,12,24,0.5,,,,14,,,,35,24
275,1950,Jack Smiley,F-G,27,WAT,47,,,,0.393,,0.564,,,,,,,,,,0.8,-0.5,0.4,,,,,,,92,314,0.293,,,,92,314,0.293,0.293,124,177,0.701,,,,147,,,,158,308
276,1950,Chips Sobek,G-F,29,SHE,60,,,,0.507,,0.817,,,,,,,,,,3.4,-0.2,3.1,,,,,,,95,251,0.378,,,,95,251,0.378,0.378,156,205,0.761,,,,95,,,,158,346
277,1950,Odie Spears,SF,24,CHS,68,,,,0.406,,0.297,,,,,,,,,,1.9,3.7,5.6,,,,,,,277,775,0.357,,,,277,775,0.357,0.357,158,230,0.687,,,,159,,,,250,712
278,1950,Art Spector,F,29,BOS,7,,,,0.182,,0.333,,,,,,,,,,-0.2,0,-0.2,,,,,,,2,12,0.167,,,,2,12,0.167,0.167,1,4,0.25,,,,3,,,,4,5
279,1950,Ed Stanczak,F,28,AND,57,,,,0.453,,0.592,,,,,,,,,,3,3.1,6.2,,,,,,,159,456,0.349,,,,159,456,0.349,0.349,203,270,0.752,,,,67,,,,166,521
280,1950,Gene Stump,F-G,26,TOT,49,,,,0.344,,0.254,,,,,,,,,,-0.6,0.4,-0.2,,,,,,,63,213,0.296,,,,63,213,0.296,0.296,37,54,0.685,,,,44,,,,59,163
281,1950,Gene Stump,F-G,26,MNL,23,,,,0.302,,0.147,,,,,,,,,,-0.6,0.5,0,,,,,,,27,95,0.284,,,,27,95,0.284,0.284,7,14,0.5,,,,23,,,,32,61
282,1950,Gene Stump,F-G,26,WAT,26,,,,0.376,,0.339,,,,,,,,,,0,-0.1,-0.1,,,,,,,36,118,0.305,,,,36,118,0.305,0.305,30,40,0.75,,,,21,,,,27,102
283,1950,Mike Todorovich,F-C,26,TOT,65,,,,0.39,,0.434,,,,,,,,,,1,2,3,,,,,,,263,852,0.309,,,,263,852,0.309,0.309,266,370,0.719,,,,207,,,,230,792
284,1950,Mike Todorovich,F-C,26,STB,14,,,,0.345,,0.483,,,,,,,,,,-0.4,0.1,-0.3,,,,,,,31,116,0.267,,,,31,116,0.267,0.267,35,56,0.625,,,,19,,,,47,97
285,1950,Mike Todorovich,F-C,26,TRI,51,,,,0.398,,0.427,,,,,,,,,,1.4,1.8,3.3,,,,,,,232,736,0.315,,,,232,736,0.315,0.315,231,314,0.736,,,,188,,,,183,695
286,1950,Jack Toomay,C-F,27,DNN,62,,,,0.471,,0.514,,,,,,,,,,4.3,-0.7,3.6,,,,,,,204,514,0.397,,,,204,514,0.397,0.397,186,264,0.705,,,,94,,,,213,594
287,1950,Bob Tough,G-F,29,TOT,29,,,,0.331,,0.261,,,,,,,,,,-0.6,0,-0.6,,,,,,,43,153,0.281,,,,43,153,0.281,0.281,27,40,0.675,,,,38,,,,40,113
288,1950,Bob Tough,G-F,29,BLB,8,,,,0.324,,0.154,,,,,,,,,,-0.2,0.1,-0.1,,,,,,,11,39,0.282,,,,11,39,0.282,0.282,5,6,0.833,,,,2,,,,15,27
289,1950,Bob Tough,G-F,29,WAT,21,,,,0.333,,0.298,,,,,,,,,,-0.4,-0.1,-0.5,,,,,,,32,114,0.281,,,,32,114,0.281,0.281,22,34,0.647,,,,36,,,,25,86
290,1950,Blackie Towery,F-C,29,BLB,68,,,,0.389,,0.298,,,,,,,,,,0.7,1.9,2.6,,,,,,,222,678,0.327,,,,222,678,0.327,0.327,153,202,0.757,,,,142,,,,244,597
291,1950,Dick Triptow,G-F,27,BLB,4,,,,0.17,,0.4,,,,,,,,,,-0.1,0,-0.1,,,,,,,0,5,0,,,,0,5,0,0,2,2,1,,,,1,,,,5,2
292,1950,Butch Van,G-F,27,NYK,56,,,,0.456,,0.802,,,,,,,,,,1.6,0.7,2.3,,,,,,,55,167,0.329,,,,55,167,0.329,0.329,96,134,0.716,,,,78,,,,111,206
293,1950,Gene Vance,G-F,26,TRI,35,,,,0.405,,0.369,,,,,,,,,,1,1.2,2.2,,,,,,,110,325,0.338,,,,110,325,0.338,0.338,86,120,0.717,,,,121,,,,145,306
294,1950,Ernie Vandeweghe,F-G,21,NYK,42,,,,0.466,,0.359,,,,,,,,,,3,0.9,3.9,,,,,,,164,390,0.421,,,,164,390,0.421,0.421,93,140,0.664,,,,78,,,,126,421
295,1950,Floyd Volker,F-C,28,TOT,54,,,,0.34,,0.245,,,,,,,,,,-1.6,-0.4,-2,,,,,,,163,527,0.309,,,,163,527,0.309,0.309,71,129,0.55,,,,112,,,,169,397
296,1950,Floyd Volker,F-C,28,INO,17,,,,0.337,,0.34,,,,,,,,,,-0.2,0.1,-0.1,,,,,,,17,53,0.321,,,,17,53,0.321,0.321,7,18,0.389,,,,7,,,,32,41
297,1950,Floyd Volker,F-C,28,DNN,37,,,,0.34,,0.234,,,,,,,,,,-1.4,-0.5,-1.9,,,,,,,146,474,0.308,,,,146,474,0.308,0.308,64,111,0.577,,,,105,,,,137,356
298,1950,Whitey Von,G-F,27,TOT,59,,,,0.405,,0.342,,,,,,,,,,1.1,1.2,2.3,,,,,,,120,336,0.357,,,,120,336,0.357,0.357,73,115,0.635,,,,143,,,,127,313
299,1950,Whitey Von,G-F,27,TRI,26,,,,0.4,,0.397,,,,,,,,,,0.3,0.4,0.6,,,,,,,40,116,0.345,,,,40,116,0.345,0.345,29,46,0.63,,,,36,,,,48,109
300,1950,Whitey Von,G-F,27,BLB,33,,,,0.407,,0.314,,,,,,,,,,0.9,0.8,1.7,,,,,,,80,220,0.364,,,,80,220,0.364,0.364,44,69,0.638,,,,107,,,,79,204
301,1950,Clint Wager,C-F,30,FTW,63,,,,0.32,,0.232,,,,,,,,,,-0.8,2.2,1.5,,,,,,,57,203,0.281,,,,57,203,0.281,0.281,29,47,0.617,,,,90,,,,175,143
302,1950,Danny Wagner,G,27,SHE,11,,,,0.497,,0.648,,,,,,,,,,0.6,0,0.6,,,,,,,19,54,0.352,,,,19,54,0.352,0.352,31,35,0.886,,,,18,,,,22,69
303,1950,Brady Walker,PF,28,BOS,68,,,,0.401,,0.196,,,,,,,,,,0.9,1,1.9,,,,,,,218,583,0.374,,,,218,583,0.374,0.374,72,114,0.632,,,,109,,,,100,508
304,1950,Paul Walther,SG,22,TOT,53,,,,0.431,,0.376,,,,,,,,,,1.3,0.9,2.2,,,,,,,114,290,0.393,,,,114,290,0.393,0.393,63,109,0.578,,,,56,,,,123,291
305,1950,Paul Walther,SG,22,MNL,22,,,,0.42,,0.263,,,,,,,,,,0.2,0.5,0.8,,,,,,,32,80,0.4,,,,32,80,0.4,0.4,11,21,0.524,,,,10,,,,39,75
306,1950,Paul Walther,SG,22,INO,31,,,,0.434,,0.419,,,,,,,,,,1,0.4,1.4,,,,,,,82,210,0.39,,,,82,210,0.39,0.39,52,88,0.591,,,,46,,,,84,216
307,1950,Bobby Wanzer*,G,28,ROC,67,,,,0.515,,0.572,,,,,,,,,,8.6,1.9,10.5,,,,,,,254,614,0.414,,,,254,614,0.414,0.414,283,351,0.806,,,,214,,,,102,791
308,1950,Murray Wier,G,23,TRI,56,,,,0.388,,0.346,,,,,,,,,,0.4,1.2,1.6,,,,,,,157,480,0.327,,,,157,480,0.327,0.327,115,166,0.693,,,,107,,,,141,429
309,1950,D.C. Wilcutt,G,26,STB,37,,,,0.421,,0.575,,,,,,,,,,0.5,0.1,0.6,,,,,,,24,73,0.329,,,,24,73,0.329,0.329,29,42,0.69,,,,49,,,,27,77
310,1950,Bob Wood,G,28,SHE,6,,,,0.242,,0.071,,,,,,,,,,-0.1,0,-0.2,,,,,,,3,14,0.214,,,,3,14,0.214,0.214,1,1,1,,,,1,,,,6,7
311,1950,Max Zaslofsky,SG,24,CHS,68,,,,0.429,,0.337,,,,,,,,,,4.8,3.6,8.4,,,,,,,397,1132,0.351,,,,397,1132,0.351,0.351,321,381,0.843,,,,155,,,,185,1115
